numero_uai;nature_uai;ministere_tutelle;ministere_tutelle_libe;tutelle_2;tutelle_2_libe;secteur_public_prive;niveau_uai;niveau_uai_libe;commune;commune_libe;denomination_principale;patronyme_uai;numero_siren_siret_uai;date_ouverture;date_fermeture;lieu_dit_uai;adresse_uai;boite_postale_uai;code_postal_uai;localite_acheminement_uai
0681498J;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;68066;Colmar;CTR DE FORMATION D APPRENTIS;CENTRE ALSACE MARCEL RUDLOFF;34396437500012;27810;;;2 rue des Papeteries;;68000;COLMAR
0681499K;600;06;ministère de l'éducation nationale;;;PU;3;UAI fille;68334;Thann;CTR DE FORMATION D APPRENTIS;DU LYCEE DES METIERS POINTET;19680074200013;27810;;;5 rue des Tirailleurs marocains;BP118;68802;THANN CEDEX
0681710P;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;68224;Mulhouse;CTR DE FORMATION D APPRENTIS;DE L ARTISANAT;18670223900101;29830;;;21 rue Jospeh Cugnot;;68200;MULHOUSE
0681750H;600;03;ministère de l'agriculture;;;PU;3;UAI fille;68287;Rouffach;CTR FORMATION APPRENTIS AGRIC.;ROUFFACH;19680003100052;27638;;;8  RUE REMPARTS;;68250;ROUFFACH
0681816E;600;06;ministère de l'éducation nationale;;;PU;3;UAI fille;68224;Mulhouse;CTR DE FORMATION D APPRENTIS;UNIVERSITAIRE ALSACE;19681166500393;33117;;;16 rue de la Fonderie;;68100;MULHOUSE
0681832X;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;68224;Mulhouse;CTR DE FORMATION D APPRENTIS;DE L'INDUSTRIE D'ALSACE;41846891400019;33604;;;8 rue de la Bourse;BP1283;68055;MULHOUSE CEDEX 1
0681983L;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;68066;Colmar;CTR DE FORMATION D APPRENTIS;DE L'HOTELLERIE  RESTAURATION;44993671500019;37895;;;5 rue de la Gare;;68000;COLMAR
0682085X;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;68066;Colmar;CTR DE FORMATION D APPRENTIS;;80335559300036;44070;;;3 route de Bâle;;68000;COLMAR
0692210C;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;69388;Lyon 8e  Arrondissement;CTRE DE FORMATION D'APPRENTIS;DE L'INDUSTRIE CFAI LYON;40055112300021;26064;;;10 BOULEVARD EDMOND MICHELET;BP8051;69351;LYON CEDEX 08
0692214G;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;69072;Dardilly;CTRE DE FORMATION D'APPRENTIS;BTP PHILIBERT L'ORME (AFOBAT);41884676200080;26064;;;4 PLACE DU PAISY;;69570;DARDILLY
0692360R;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;69115;Limas;CTRE DE FORMATION D'APPRENTIS;ARFA;30396959600038;26407;;;105  RUE HENRI DEPAGNEUX;;69400;LIMAS
0692436Y;600;06;ministère de l'éducation nationale;3;ministère de l'agriculture;PR;2;UAI mère;69081;Ecully;CTRE DE FORMATION D'APPRENTIS;REGIONAL FRMFREO;30469122300156;26847;;;7  CHEMIN JEAN MARIE VIANNEY;;69130;ECULLY
0692514H;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;69383;Lyon 3e  Arrondissement;CTRE DE FORMATION D'APPRENTIS;SEPR;77990483800066;27442;;;46 rue PROFESSEUR ROCHAIX;;69003;LYON
0692719F;600;06;ministère de l'éducation nationale;;;PU;1;UAI célibataire;69072;Dardilly;CTRE DE FORMATION D'APPRENTIS;FRANCOIS RABELAIS;19692516800037;28215;;;CHEMIN DU DODIN;BP24;69571;DARDILLY CEDEX
0692780X;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;69389;Lyon 9e  Arrondissement;CTRE DE FORMATION D'APPRENTIS;TEXTILE REGIONAL;77564656500074;33117;;;2  RUE DES MURIERS;BP601;69258;LYON CEDEX 09
0692781Y;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;69383;Lyon 3e  Arrondissement;CTRE DE FORMATION D'APPRENTIS;AFPIA SUD-EST;45094656100021;28401;;;55  RUE FEUILLAT;;69003;LYON
0693088G;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;69389;Lyon 9e  Arrondissement;CTRE DE FORMATION D'APPRENTIS;COMPAGNONS DU DEVOIR;77566202600910;30195;;;53  AVENUE SIDOINE APOLLINAIRE;;69009;LYON
0693306U;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;69389;Lyon 9e  Arrondissement;CTRE DE FORMATION D'APPRENTIS;IGS;31249509600173;31656;;;47  RUE SERGENT MICHEL BERTHET;BP606;69258;LYON CEDEX 09
0693328T;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;69199;Saint-Fons;CTRE DE FORMATION D'APPRENTIS;INTERFORA IFAIP;34321955600010;32021;;;6 RUE JEAN MACE;;69190;ST FONS
0693400W;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;69072;Dardilly;CTRE DE FORMATION D'APPRENTIS;BTP CFA AFRA;41884676200031;32562;;;3  PLACE DU PAISY;;69570;DARDILLY
0693452C;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;69388;Lyon 8e  Arrondissement;CTRE DE FORMATION D'APPRENTIS;IFIR - ARL;84339272100018;33117;;;66 AVENUE JEAN MERMOZ;BP8048;69351;LYON CEDEX 08
0693492W;600;03;ministère de l'agriculture;;;PU;2;UAI mère;69072;Dardilly;CTRE FORMATION APPRENTIS AGRIC;REGIONAL ET  HORTICOLE;19690250600019;31291;;;26  CHEMIN DE LA BRUYERE;;69570;DARDILLY
0693588A;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;69387;Lyon 7e  Arrondissement;CTRE DE FORMATION D'APPRENTIS;IFRIA RHONE-ALPES;39329874000027;34243;;;23  RUE JEAN BALDASSINI;;69364;LYON CEDEX 07
0693624P;600;06;ministère de l'éducation nationale;21;ministère du redéploiement industriel;PR;2;UAI mère;69388;Lyon 8e  Arrondissement;CTRE DE FORMATION D'APPRENTIS;IFAI RHONE-ALPES;41158228100019;34578;;;60  AVENUE JEAN MERMOZ;;69372;LYON CEDEX 08
0693640G;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;69383;Lyon 3e  Arrondissement;CTRE DE FORMATION D'APPRENTIS;CIRFAP PLASTURGIE;40055112300021;34793;;;39  RUE DE LA CITE;;69441;LYON CEDEX 03
0693694R;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;69383;Lyon 3e  Arrondissement;CTRE DE FORMATION D'APPRENTIS;COMPAGNONS DU TOUR DE FRANCE A;82776128900012;35216;;;49 rue FEUILLAT;;69003;LYON
0693702Z;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;69259;Vénissieux;CTRE DE FORMATION D'APPRENTIS;DE LA PROPRETE INHNI;80211860400049;35342;;PARC DU MOULIN A VENT;33 AVENUE DR GEORGES LEVY;;69693;VENISSIEUX CEDEX
0693703A;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;69389;Lyon 9e  Arrondissement;CTRE DE FORMATION D'APPRENTIS;METIERS DE BANQUE ET FINANCE;77567554900619;35347;;;2  RUE DE LA FRATERNELLE;;69009;LYON
0693764S;600;03;ministère de l'agriculture;;;PR;2;UAI mère;69034;Caluire-et-Cuire;CTR FORMATION APPRENTIS AGRIC;DU CREAP;79241322100021;35886;;;4  RUE DE L'ORATOIRE;BP97;69643;CALUIRE ET CUIRE CEDEX
0693891E;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;69388;Lyon 8e  Arrondissement;CTR DE FORMATION D APPRENTIS;FORMA SUP AIN RHONE LOIRE;84339272100018;37135;;;66  AVENUE JEAN MERMOZ;;69008;LYON
0693936D;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;69259;Vénissieux;CTR DE FORMATION D APPRENTIS;DUCRETET AUVERGNE RHONE ALPES;39074560200065;37500;;;2 rue DEMOCRATIE;;69200;VENISSIEUX
0694047Z;600;06;ministère de l'éducation nationale;;;PU;1;UAI célibataire;69266;Villeurbanne;CTR DE FORMATION D APPRENTIS;DE L'ACADEMIE DE LYON;18693013700044;38596;;;50 cours de la République;CS90198;69100;VILLEURBANNE
0694143D;600;03;ministère de l'agriculture;;;PR;1;UAI célibataire;69081;Ecully;CTR FORMATION APPRENTIS AGRIC;CFA REGIONAL MFR;30469122300156;38596;;;7  CHEMIN JEAN MARIE VIANNEY;;69130;ECULLY
0694339S;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;69386;Lyon 6e  Arrondissement;CTR DE FORMATION D APPRENTIS;MÉTIERS DES ÉNERGIES AUVERGNE-;83467788200013;43313;;;196 avenue THIERS;;69006;LYON
0694347A;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;69388;Lyon 8e  Arrondissement;CTR DE FORMATION D APPRENTIS;THE NUUM FACTORY;41158228100019;43388;;;60 avenue Jean Mermoz;;69008;LYON
0700796K;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;70550;Vesoul;CTR DE FORMATION D APPRENTIS;DE LA HAUTE SAONE;13002607300135;25275;;;5 rue DU TALEROT;;70000;VESOUL
0701029N;600;03;ministère de l'agriculture;;;PU;3;UAI fille;70550;Vesoul;CTR FORMATION APPRENTIS AGRIC.;LE GRAND MONTMARIN;19700827900014;31147;;;16  RUE EDOUARD BELIN;BP363;70014;VESOUL CEDEX
0711078L;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;71294;Mercurey;CIFA;JEAN LAMELOISE;31405708400027;25246;;;17 VOIE ROMAINE;;71640;MERCUREY
0711103N;600;03;ministère de l'agriculture;;;PU;2;UAI mère;71230;Gueugnon;CFA AGRICOLE;DE SAONE-ET-LOIRE;;25280;;CHAZEY;;;71130;GUEUGNON
0711317W;600;06;ministère de l'éducation nationale;21;ministère du redéploiement industriel;PR;1;UAI célibataire;71270;Mâcon;CFA;METIERS DE L AUTOMOBILE;13002256900250;27002;;;288 rue Claude Bernard;BP235;71008;MACON CEDEX
0711566S;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;71076;Chalon-sur-Saône;CFA;CFAI 21-71;31418698200034;29493;;;75  GRANDE RUE ST COSME;BP7;71102;CHALON SUR SAONE CEDEX
0711946E;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;71014;Autun;CTR DE FORMATION D APPRENTIS;;;42200;;;38 avenue CHARLES DE GAULLE;BP50159;71400;AUTUN
0720927S;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;72181;Le Mans;CTR DE FORMATION D APPRENTIS;COIFFURE DE LA SARTHE;78633869900030;25449;;;189 rue HENRI CHAMPION;;72100;LE MANS
0720928T;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;72181;Le Mans;CTR DE FORMATION D APPRENTIS;URMA SARTHE;13002068800128;25449;;;187  RUE HENRI CHAMPION;;72019;LE MANS CEDEX 2
0720930V;600;06;ministère de l'éducation nationale;36;ministère du travail, de l'emploi et de la formation professionnelle;PR;1;UAI célibataire;72181;Le Mans;CTR DE FORMATION D APPRENTIS;CCI DU MANS;18720092800054;25449;;LA CALIFORNIE;132  RUE HENRI CHAMPION;;72019;LE MANS CEDEX 2
0720937C;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;72181;Le Mans;CTR DE FORMATION D APPRENTIS;AFORPROBAT 72;78605529300041;25449;;;15 rue DU RIBAY;;72018;LE MANS CEDEX 2
0721429M;610;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;72181;Le Mans;CTR DE FORMATION D APPRENTIS;METIERS DE LA MUSIQUE;38013367800025;29830;;;71  AVENUE OLIVIER MESSIAEN;;72000;LE MANS
0721476N;600;03;ministère de l'agriculture;;;PU;3;UAI fille;72257;Rouillon;CTR FORMATION APPRENTIS AGRIC.;ANX.DU LYA ROUILLON-LE MANS;19720010800029;29099;;LA GERMINIERE;;;72700;ROUILLON
0721554Y;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;72181;Le Mans;CTR DE FORMATION D APPRENTIS;ENSEIGNEMENT CATHOLIQUE 72;;34943;;;202 rue DE ST AUBIN;;72000;LE MANS
0721673C;600;06;ministère de l'éducation nationale;2;ministère de la culture;PR;1;UAI célibataire;72181;Le Mans;CTR DE FORMATION D APPRENTIS;INST. NAT. ARTS DU MUSIC HALL;48963068100034;40469;;;74 BIS QUAI AMIRAL LALANDE;;72000;LE MANS
0730878H;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;73222;Saint-Alban-Leysse;BTP CFA DES SAVOIES;;41884676200072;25112;;;319 rue DU CLOS;;73230;ST ALBAN LEYSSE
0731341L;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;73065;Chambéry;CFA DE LA COIFFURE ET DES METI;COIFFURE ET VENTE;77643724600023;30560;;;321 rue DES GRANDS CHAMPS;BP24;73001;CHAMBERY CEDEX
0731505P;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;73179;La Motte-Servolex;CFAI DE SAVOIE;POLE FORMATION UIMM SAVOIE;44970716500022;37865;;;131 rue DE L ERIER;;73290;LA MOTTE SERVOLEX
0731506R;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;73179;La Motte-Servolex;CENTRE DE FORMATION D'APPRENTI;TECHNOPOLYS;77646725000028;37865;;;43 rue DE L'ERIER;BP70021;73290;LA MOTTE SERVOLEX
0740290N;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;74010;Annecy;CENTRE DE FORMATION D'APPRENTI;DE LA COIFFURE GABRIEL FAURÉ;31576583400017;28748;;;2  AVENUE DU RHONE;BP313;74000;ANNECY
0740298X;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;74281;Thonon-les-Bains;CENTRE DE FORMATION D'APPRENTI;DES MÉTIERS DE L'AUTOMOBILE;30185750400015;25322;;;CHEMIN DE MORCY;BP166;74207;THONON LES BAINS CEDEX
0741158G;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;74137;Groisy;CENTRE DE FORMATION D'APPRENTI;DE GROISY;30023144600018;27212;;;126 chemin DES METIERS;BP1;74570;GROISY
0741251H;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;74010;Annecy;CENTRE DE FORMATION D'APPRENTI;CARROSSERIE AUTOMOBILE;31180983400014;28513;;ANNECY LE VIEUX;31 route DE SACCONGES;;74600;ANNECY
0741540X;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;74010;Annecy;CENTRE DE FORMATION D'APPRENTI;FORMASUP PAYS DE SAVOIE;44072836800018;34952;;;27 rue ROYALE;BP2320;74001;ANNECY CEDEX
0741677W;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;74278;Thyez;CENTRE DE FORMATION D'APPRENTI;DE L'INDUSTRIE FORMAVENIR;49317540000032;39083;;;31 avenue DES MELEZES;;74300;THYEZ
0750738V;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;75119;Paris 19e  Arrondissement;CTR DE FORMATION D APPRENTIS;ECOLE DES FLEURISTES DE PARIS;78417921000041;25356;;;3  RUE HASSARD;;75019;PARIS
0750761V;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;75102;Paris  2e  Arrondissement;CTR DE FORMATION D APPRENTIS;ECSCP COUTURE-HABILLEMENT;77567164700045;25282;;;119  RUE REAUMUR;;75002;PARIS
0750765Z;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;75102;Paris  2e  Arrondissement;CTR DE FORMATION D APPRENTIS;BIJOUTERIE-JOAILLERIE DE PARIS;82064797200018;35674;;;58  RUE DU LOUVRE;;75002;PARIS
0750768C;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;75119;Paris 19e  Arrondissement;CTR DE FORMATION D APPRENTIS;CHARCUTERIE;77569235300029;25282;;;19  RUE GOUBET;;75019;PARIS
0751452W;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;75111;Paris 11e  Arrondissement;CTR DE FORMATION D APPRENTIS;METIERS DE L'AMEUBLEMENT;78449047600032;25282;;;200 bis boulevard Voltaire;;75011;PARIS
0751457B;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;75115;Paris 15e  Arrondissement;CTR DE FORMATION D APPRENTIS;OPTIQUE;78444853200043;25282;;;163  RUE DE SEVRES;;75015;PARIS
0751475W;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;75111;Paris 11e  Arrondissement;CTR DE FORMATION D APPRENTIS;EQUIPEMENT ELECTRIQUE;78424347900036;25282;;;8 impasse DELEPINE;;75011;PARIS
0751488K;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;75104;Paris  4e  Arrondissement;CTR DE FORMATION D APPRENTIS;ECOLE DU TRAVAIL-ORT;78424186100011;25282;;;4 BIS RUE DES ROSIERS;;75004;PARIS
0751489L;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;75105;Paris  5e  Arrondissement;CTR DE FORMATION D APPRENTIS;MIROITERIE;78425952500037;25282;;;4 rue des Feuillantines;CS75005;75005;PARIS
0751497V;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;75120;Paris 20e  Arrondissement;CTR DE FORMATION D APPRENTIS;PHARMACIE PARIS-IDF;77567831100041;25282;;;59 RUE PLANCHAT;;75020;PARIS
0751503B;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;75112;Paris 12e  Arrondissement;CTR DE FORMATION D APPRENTIS;METIERS DE LA VIANDE;78452128800018;25282;;;37  BOULEVARD SOULT;;75012;PARIS
0751508G;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;75115;Paris 15e  Arrondissement;CTR DE FORMATION D APPRENTIS;ST LAMBERT-MACONNERIE;30348601300012;25282;;;7  RUE SAINT LAMBERT;;75015;PARIS
0751510J;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;75117;Paris 17e  Arrondissement;CTR DE FORMATION D APPRENTIS;ALIMENTATION HOTELLERIE;42844370900012;25282;;;20  RUE MEDERIC;;75017;PARIS
0752068R;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;75118;Paris 18e  Arrondissement;CTR DE FORMATION D APPRENTIS;COMMERCES DE L'ALIMENTATION;30298114700044;26112;;;14  RUE DES FILLETTES;;75018;PARIS
0752206R;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;75118;Paris 18e  Arrondissement;CTR DE FORMATION D APPRENTIS;STEPHENSON;30975404200039;26799;;;48  RUE STEPHENSON;;75018;PARIS
0752280W;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;75106;Paris  6e  Arrondissement;CTR DE FORMATION D APPRENTIS;FERRANDI PARIS;13001727000070;27240;;;28  RUE DE L ABBE GREGOIRE;;75006;PARIS
0752282Y;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;75113;Paris 13e  Arrondissement;CTR DE FORMATION D APPRENTIS;PROJECTION PHOTO;34088342000044;27240;;;4 rue Véronèse;;75013;PARIS
0752314H;600;06;ministère de l'éducation nationale;;;PU;3;UAI fille;75111;Paris 11e  Arrondissement;CTR DE FORMATION D APPRENTIS;DORIAN OPERATEUR-GEOMETRE;19750676900029;27467;;;74  AVENUE PHILIPPE AUGUSTE;;75011;PARIS
0752830U;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;75117;Paris 17e  Arrondissement;CTR DE FORMATION D APPRENTIS;METIERS DE LA TABLE;31721734700044;28748;;;17  RUE JACQUES IBERT;;75617;PARIS CEDEX 17
0752868K;610;06;ministère de l'éducation nationale;;;PR;2;UAI mère;75104;Paris  4e  Arrondissement;CTR DE FORMATION D APPRENTIS;COMPAGNONS DU DEVOIR;77566202600225;28491;;;1 place Saint Gervais;;75004;PARIS
0752944T;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;75110;Paris 10e  Arrondissement;CTR DE FORMATION D APPRENTIS;BUREAUTIQUE APPLIQUEE;33264146300028;29465;;;12 rue Alexandre Parodi;;75010;PARIS
0753007L;600;06;ministère de l'éducation nationale;;;PU;3;UAI fille;75118;Paris 18e  Arrondissement;CTR DE FORMATION D APPRENTIS;ALIMENTATION-HOTELLERIE;19752608000027;29830;;;135  RUE BELLIARD;;75018;PARIS
0754457M;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;75115;Paris 15e  Arrondissement;CTR DE FORMATION D APPRENTIS;DIFCAM BANQUES ET ASSURANCES;33532404200019;33482;;;192  RUE LECOURBE;;75015;PARIS
0754458N;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;75114;Paris 14e  Arrondissement;CTR DE FORMATION D APPRENTIS;GESTION-BUREAUTIQUE;34182077700017;33482;;;2 rue LACAZE;;75014;PARIS
0754471C;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;75102;Paris  2e  Arrondissement;CTR DE FORMATION D APPRENTIS;COMMERCE DISTRIBUTION SERVICES;38391659000011;33482;;;3  RUE PIERRE DUPONT;;75002;PARIS
0754497F;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;75105;Paris  5e  Arrondissement;CTR DE FORMATION D APPRENTIS;UPMC;13002338500201;33482;;;4 place JUSSIEU;;75252;PARIS CEDEX 05
0754544G;610;06;ministère de l'éducation nationale;;;PR;2;UAI mère;75108;Paris  8e  Arrondissement;CTR DE FORMATION D APPRENTIS;EDF-GDF;55208131746649;33848;;;22 avenue de Wagram;;75008;PARIS
0754674Y;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;75118;Paris 18e  Arrondissement;CTR DE FORMATION D APPRENTIS;EXPERTISE COMPTABLE;78441405400022;34213;;;58  RUE DU PROFESSEUR GOSSET;;75018;PARIS
0754679D;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;75109;Paris  9e  Arrondissement;CTR DE FORMATION D APPRENTIS;SACEF;39333773800040;34213;;;5 rue Cadet;;75009;PARIS
0754717V;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;75113;Paris 13e  Arrondissement;CTR DE FORMATION D APPRENTIS;ID2F-ILE DE FRANCE FORMATION;19750685000019;34578;;;11  RUE PIRANDELLO;;75013;PARIS
0754718W;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;75119;Paris 19e  Arrondissement;CTR DE FORMATION D APPRENTIS;MET ANIMAT SPORTIVE SOCIOCULTU;39910924800035;34578;;;29  RUE DAVID D ANGERS;;75019;PARIS
0754721Z;610;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;75112;Paris 12e  Arrondissement;CTR DE FORMATION D APPRENTIS;MAISONS FAMILIALES D'IDF;32032837000046;34578;;;36 allée Vivaldi;;75012;PARIS
0754739U;600;03;ministère de l'agriculture;;;PR;1;UAI célibataire;75105;Paris  5e  Arrondissement;CTR FORMATION APPRENTIS AGRIC.;SCIEN ET TECHNOLOGIE DU VIVANT;13000285000019;34700;;;16 rue Claude Bernard;;75005;PARIS
0754755L;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;75112;Paris 12e  Arrondissement;CTR DE FORMATION D APPRENTIS;BOULANGERIE ET PATISSERIE;78454436300020;34943;;;64  RUE DES PIROGUES DE BERCY;;75012;PARIS
0754792B;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;75104;Paris  4e  Arrondissement;CTR DE FORMATION D APPRENTIS;REGIONAL COMPAGNONS DEVOIR IDF;77566202600225;35044;;;1  PLACE SAINT GERVAIS;;75004;PARIS
0754811X;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;75106;Paris  6e  Arrondissement;CTR DE FORMATION D APPRENTIS;INST SUP ELECTRONIQUE DE PARIS;38256402900017;35247;;;28  RUE NOTRE DAME DES CHAMPS;;75006;PARIS
0754815B;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;75114;Paris 14e  Arrondissement;CTR DE FORMATION D APPRENTIS;INDUSTRIES AGRO-ALIMENT D'IDF;41012254300029;35309;;;44 RUE D ALESIA;;75682;PARIS CEDEX 14
0754816C;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;75113;Paris 13e  Arrondissement;CTR DE FORMATION D APPRENTIS;EDITION;30595087500057;35287;;;21  RUE CHARLES FOURRIER;;75013;PARIS
0754850P;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;75119;Paris 19e  Arrondissement;CTR DE FORMATION D APPRENTIS;PARIS ACADEMIE ENTREPRISES;17750430500141;35674;;;12 boulevard d'Indochine;;75019;PARIS
0754855V;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;75108;Paris  8e  Arrondissement;CTR DE FORMATION D APPRENTIS;CCI PARIS ILE-DE-FRANCE;81464205400013;35674;;;27  AVENUE FRIEDLAND;;75008;PARIS
0754871M;600;03;ministère de l'agriculture;;;PR;1;UAI célibataire;75101;Paris  1er Arrondissement;CTR FORMATION APPRENTIS AGRIC;METIERS DE L'AGRICULTURE;41984979900012;35718;;;3  RUE DU LOUVRE;;75001;PARIS
0754926X;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;75116;Paris 16e  Arrondissement;CTR DE FORMATION D APPRENTIS;DANSE CHANT COMEDIE (SIEGE);53780661400013;35796;;;74 BIS RUE LAURISTON;;75116;PARIS
